0,in_0,out_0,0.22818756578718838,1.185841485492119
1,in_1,out_0,1.045524038714641,-0.8004246975659018
2,in_2,out_0,-1.294965581364681,-1.0016721873958183
3,in_3,out_0,1.9100727560948696,-0.5763228798496962
4,in_4,out_0,-0.7590723183527436,1.2082732114049428
5,in_5,out_0,-0.15528361620033693,-1.7724782279095284
6,in_6,out_0,-0.07027915923595571,-1.1912015512995031
7,in_7,out_0,-2.349094710629478,0.10419977169366512
8,in_8,out_0,0.48293065503811294,-1.2219913907488174
9,in_9,out_0,0.5138069679458298,0.13498789929848642
10,in_10,out_0,-0.9468872911326487,0.33607715111754777
11,in_11,out_0,0.33478585515582776,-1.1964202543694855
12,in_12,out_0,-1.048972330117062,-0.34998611823082554
13,in_13,out_0,0.5784125047104487,0.2539443370722688
13,in_13,out_0,0.07284579040840611,0.9644312120721839
13,in_13,out_0,0.17897675038483862,0.7567262429004544
13,in_13,out_0,1.053038816652283,0.8251904689705089
13,in_13,out_0,0.8047671854825844,-1.183123910830594
13,in_13,out_0,0.5602479674837939,1.2082732114049428
13,in_13,out_0,-0.9681495561385647,-0.34998611823082554
13,in_13,out_0,-0.5917176962642074,-0.5763228798496962
14,in_0,out_1,0.05612423987594106,0.9398933041098075
15,in_1,out_1,-0.037381256704525634,-0.3748938315704878
16,in_2,out_1,0.8045399230774961,1.0810699456864357
17,in_3,out_1,-0.8183141434924105,-0.7455876399230119
18,in_4,out_1,-0.1730756607366789,-1.4157554385834095
19,in_5,out_1,0.41381924286859206,1.1286207960213905
20,in_6,out_1,-0.3472517345878221,0.07550855611247911
21,in_7,out_1,0.38994115134416485,0.6985393000793015
22,in_8,out_1,-2.0134755893129164,0.3206376458969713
23,in_9,out_1,-0.280233104009227,2.5166919747634626
24,in_10,out_1,-0.6571556073358883,0.0613473392315595
25,in_11,out_1,0.1845509968331664,-1.4284706806465342
26,in_12,out_1,-1.7535436532719773,-1.3640207655529808
27,in_13,out_1,-0.6517251618361294,0.4437259963234209
